91,50,9538,324,53,13.493059125964011,0.254586021244604
78,50,9538,436,67,12.503025519600104,0.18661232118806126
104,50,9538,561,76,11.767470555243971,0.1548351388847891
39,50,9538,278,31,10.20116156282999,0.32906972783322547
117,50,9538,204,34,14.831076265146118,0.43620812544547405
65,50,9538,689,68,11.779969726295938,0.17323484891611673
26,50,9538,859,88,14.276501886427395,0.1622329759821295
78,100,9538,1325,94,13.820662998213006,0.14702832976822347
91,100,9538,1623,73,11.864858047574218,0.16253230202156463
104,100,9538,2343,107,11.444469924553397,0.10695766284629343
0,50,9538,1777,100,15.552786985366911,0.15552786985366912
65,100,9538,3655,104,13.495123318668776,0.12976080114104593
78,150,9538,3136,115,13.267018673257123,0.11536537976745324
117,100,9538,2622,52,13.996897217268085,0.2691711003320786
13,50,9538,1793,66,18.434084301908864,0.2793043076046798
91,150,9538,6812,83,12.566271200669432,0.15140085783939075
26,100,9538,6345,126,15.56826711245735,0.12355767549569326
104,150,9538,7978,125,11.752174434857428,0.09401739547885943
78,200,9538,6831,128,12.715041209895391,0.09933625945230774
39,100,9538,5235,50,11.119817945668542,0.22239635891337084
78,250,9538,14354,141,12.615146920863596,0.08946912709832337
65,150,9538,16460,130,13.912386731770482,0.10701835947515756
52,50,9538,4190,131,28.29611792883138,0.21600090022008686
104,200,9538,25817,138,12.035317158399849,0.0872124431768105
91,200,9538,27542,96,13.088302146658766,0.13633648069436213
78,300,9538,29687,152,12.629228514603012,0.08308702970133561
26,150,9538,41260,140,15.138601199422752,0.1081328657101625
117,150,9538,31209,68,13.800944629104574,0.20295506807506727
78,350,9538,60926,163,12.532822811280473,0.07688848350478818
65,200,9538,71715,150,13.965833612772226,0.0931055574184815
0,100,9538,33549,157,16.444575466064133,0.10474251889212824
104,250,9538,82282,153,11.96409990116223,0.0781967313801453
91,250,9538,110368,107,12.94364423315894,0.12096863769307421
78,400,9538,124575,176,12.544881729921103,0.07127773710182445
39,150,9538,93229,66,11.219483653841422,0.1699921765733549
104,300,9538,261014,162,12.012255797646503,0.07414972714596607
78,450,9538,254262,183,12.495663739715056,0.06828231551756861
65,250,9538,310196,162,13.833746997170891,0.08539349998253637
26,200,9538,263535,164,15.199093530203074,0.09267739957440899
13,100,9538,85799,118,18.898644600026905,0.16015800508497377
91,300,9538,441288,119,12.970096029247431,0.10899240360712127
78,500,9538,518495,192,12.513694227238918,0.06517549076686936
117,200,9538,368936,76,13.682886632357286,0.18003798200470114
104,350,9538,826758,173,12.000120851418473,0.06936486041282354
78,550,9538,1056871,205,12.511372899707771,0.061031087315647665
52,100,9538,241488,191,29.487225035322734,0.15438337714828657
0,150,9538,602310,190,16.66178768206181,0.08769361937927268
65,300,9538,1339465,175,13.840485703550895,0.07908848973457654
91,350,9538,1763461,129,12.89512144514403,0.09996218174530255
26,250,9538,1678605,176,15.217986465845472,0.08646583219230382
78,600,9538,2153816,215,12.503275100455875,0.05815476790909709
104,400,9538,2617542,177,12.013212427569362,0.06787125665293425
39,200,9538,1655540,75,11.224713754412186,0.14966285005882915
78,650,9538,4388849,220,12.508178163078766,0.056855355286721664
65,350,9538,5781694,189,13.831261196204526,0.07318127617039431
91,400,9538,7046115,141,12.911118979310169,0.09156821971141964
117,250,9538,4359150,84,13.676622072704664,0.16281692943696027
104,450,9538,8285996,184,12.01891404560513,0.06532018503046266
78,700,9538,8942737,222,12.514289183191991,0.05637067199636032
26,300,9538,10687384,188,15.19444572468404,0.08082151981214915
13,150,9538,4024607,149,18.902320653055778,0.12686121243661597
78,750,9538,18221305,229,12.510393481805675,0.05463053922185884
0,200,9538,10783235,218,16.645147402403826,0.07635388716699003
104,500,9538,26228626,192,12.034355967334303,0.06267893732986617
65,400,9538,24953973,195,13.8204006525171,0.07087384950008768
91,450,9538,28152585,146,12.91116008772043,0.08843260334055089
78,800,9538,37126427,234,12.513184484621886,0.053475147370179
39,250,9538,29393602,83,11.224092390176782,0.13523002879731064
52,150,9538,13680102,237,29.537275776841675,0.12462985559848808
78,850,9538,75645713,237,12.519486696355745,0.05282483838124787
104,550,9538,83023301,201,12.033669664483634,0.05986900330588873
26,350,9538,68039933,203,15.17775932737195,0.07476728732695542
117,300,9538,51502895,94,13.696341346030048,0.14570575900031965
65,450,9538,107699912,205,13.827114416005786,0.06744933861466237
91,500,9538,112482026,151,12.912107048565069,0.08551064270572893
78,900,9538,154128931,238,12.517686684765662,0.05259532220489774
104,600,9538,262798234,205,12.028056808628202,0.05867344784696684
78,950,9538,314038857,245,12.518889290387397,0.05109750730770366
78,1000,9538,639856079,249,12.518225766536576,0.05027399906239589
79,50,9538,2016,104,16.86875243842712,0.16219954267718384
79,100,9538,31417,157,16.125242592682117,0.10270855154574597
79,150,9538,460179,188,16.052801411568133,0.08538724155089432
79,200,9538,6713011,216,16.11417272414944,0.07460265150069186
79,250,9538,97900965,232,16.10929330933304,0.06943660909195276
130,50,9538,558,71,14.515804195804197,0.20444794641977743
130,100,9538,2267,107,13.940041391918541,0.1302807606721359
130,150,9538,7543,131,14.135072946232821,0.10790132020025055
130,200,9538,23784,145,14.12935806732862,0.09744384874019739
130,250,9538,73785,159,13.952860448835182,0.0877538393008502
130,300,9538,227738,171,14.078323283776232,0.08232937592851598
130,350,9538,701750,181,14.03659869008186,0.07755026900597713
130,400,9538,2161222,190,14.01998745090099,0.073789407636321
130,450,9538,6654888,199,14.003885610235352,0.07037128447354449
130,500,9538,20490729,201,14.007055511953787,0.06968684334305367
65,500,9538,464824297,213,13.825857715092182,0.06491013011780367
130,550,9538,63090801,205,14.002715278870095,0.06830592818961022
91,550,9538,449414441,162,12.912212333577472,0.07970501440479921
130,600,9538,194254964,214,14.003596821306024,0.06543736832385992
143,50,9538,1065,54,15.696226180097147,0.2906708551869842
143,100,9538,43350,86,16.17434206840057,0.18807374498140197
143,150,9538,1721451,111,16.050853674699187,0.14460228535765032
156,50,9538,436,65,12.339088666753213,0.1898321333346648
156,100,9538,3290,89,12.968243432670949,0.14571060036708933
156,150,9538,21911,110,13.233595777879907,0.12030541616254462
156,200,9538,143415,130,13.129242059283962,0.10099416968679971
156,250,9538,936248,146,13.083708677752075,0.08961444299830187
156,300,9538,6109592,153,13.068780470988363,0.08541686582345336
156,350,9538,39866393,160,13.077042769784546,0.08173151731115341
104,650,9538,831848532,213,12.028360844070624,0.056471177671693074
143,200,9538,68319438,140,16.015211055343975,0.1143943646810284
130,650,9538,598104939,216,14.005547669887859,0.06484049847170305
169,50,9538,1707,72,13.838371413781148,0.19219960296918262
169,100,9538,52569,125,13.793598567793593,0.11034878854234874
169,150,9538,1569410,150,13.88033760415176,0.0925355840276784
